position,query,snippet_highlighted_words,rich_snippet_list,snippet,link
22,Casual Dress,['Dress Casual'],[],Price and other details may vary based on product size and color. MEROKEETY Women's Summer Striped Short Sleeve T Shirt Dress Casual Tie Waist with Pockets.,https://www.amazon.com/Womens-Casual-Dresses-Fitted/s?keywords=Women%27s+Casual+Dresses&rh=n%3A2346727011%2Cp_n_feature_three_browse-bin%3A12457478011&c=ts&ts_id=2346727011
23,Casual Dress,"['casual dresses', 'casual dresses']",[],"Shop & save on casual dresses all year round at JCPenney. Find comfortable, casual dresses in all colors & styles for the entire year.",https://www.jcpenney.com/g/women/dresses?occasion=casual&id=cat100210008
24,Casual Dress,['Dress Casual'],[],Price and other details may vary based on product size and color. MEROKEETY Women's Summer Striped Short Sleeve T Shirt Dress Casual Tie Waist with Pockets.,https://www.amazon.com/Womens-Casual-Dresses-Pinks/s?keywords=Women%27s+Casual+Dresses&rh=n%3A2346727011%2Cp_n_size_browse-vebin%3A2343359011&c=ts&ts_id=2346727011
25,Casual Dress,"['Dress', 'Casual']",[],Price and other details may vary based on product size and color. BTFBM Women's One Shoulder Maxi Dress Sleeveless Casual Summer Layered Ruffle Boho Floral ...,https://www.amazon.com/Womens-Casual-Dresses-Oranges/s?keywords=Women%27s+Casual+Dresses&rh=n%3A2346727011%2Cp_n_size_browse-vebin%3A2343358011&c=ts&ts_id=2346727011
26,Casual Dress,['Casual Dresses'],[],"Discover the best Women's Casual Dresses in Best Sellers. Find the top 100 most popular items in Amazon Clothing, Shoes & Jewelry Best Sellers.",https://www.amazon.com/Best-Sellers-Women%27s-Casual-Dresses/zgbs/fashion/2346727011
27,Casual Dress,"['Dress', 'Casual', 'Dresses']",[],RESULTS. Price and other details may vary based on product size and color. Amoretu Women Summer Tunic Dress V Neck Casual Loose Flowy Swing Shift Dresses.,https://www.amazon.com/Womens-Casual-Dresses-Straight/s?keywords=Women%27s+Casual+Dresses&rh=n%3A2346727011%2Cp_n_feature_three_browse-bin%3A12457481011&c=ts&ts_id=2346727011
28,Casual Dress,['Casual Dresses'],[],Women's Casual Dresses. Filters (2). RESULTS. Price and other details may vary based on product size and color. Amazon Essentials Women's Waisted Maxi Dress ...,https://www.amazon.com/Womens-Casual-Dresses-XXL/s?keywords=Women%27s+Casual+Dresses&rh=n%3A2346727011%2Cp_n_size_three_browse-vebin%3A2475483011&c=ts&ts_id=2346727011
29,Casual Dress,['Casual Dresses'],[],Women's Casual Dresses. Filters (2). RESULTS. Price and other details may vary based on product size and color. Amazon Essentials Women's Short-Sleeve Maxi ...,https://www.amazon.com/Womens-Casual-Dresses-XL/s?keywords=Women%27s+Casual+Dresses&rh=n%3A2346727011%2Cp_n_size_three_browse-vebin%3A2475482011&c=ts&ts_id=2346727011
30,Casual Dress,['Casual Dresses'],[],Women's Casual Dresses. Filters (2). RESULTS. Price and other details may vary based on product size and color. ZESICA Women's Summer Casual Flutter Short ...,https://www.amazon.com/Womens-Casual-Dresses-White/s?keywords=Women%27s+Casual+Dresses&rh=n%3A2346727011%2Cp_n_size_browse-vebin%3A2343363011&c=ts&ts_id=2346727011
31,Casual Dress,"['casual dresses', 'casual dresses']",[],"Looking for cute casual dresses and everyday dresses that shine? Shop LOFT to find casual dresses for women in colors, prints and styles you'll adore now!",https://www.loft.com/everyday-dresses/cat3670007
32,Casual Dress,['Casual Dresses'],[],Women's Casual Dresses (995) · Crown & Ivy™ Women's Flutter Sleeve Color Block Tiered Midi Dress · Tommy Hilfiger Women's Puff Sleeve Eden Stripe Shirt dress.,https://www.belk.com/women/womens-clothing/dresses/casual-dresses/
33,Casual Dress,"['casual', 'dresses']",[],Get a laid-back look with our collection of casual boho and mini dresses. Made with materials that easily move with you. By Altar'd State.,https://www.altardstate.com/as/clothing/dresses/casual/
34,Casual Dress,"['casual', 'dresses', 'dresses', 'dresses']",[],"Shop the latest in women's casual and dressy daytime dresses, from sundresses and maxis dresses to tailored sheath dresses or fit-and-flare A-lines, ...",https://www.dillards.com/c/women-dresses-daytime
35,Casual Dress,['Casual Dresses'],[],Women's Casual Dresses. Filters (2). RESULTS. Price and other details may vary based on product size and color. Amazon Essentials Women's Surplice Dress.,https://www.amazon.com/Womens-Casual-Dresses-Fit-Flare/s?keywords=Women%27s+Casual+Dresses&rh=n%3A2346727011%2Cp_n_feature_three_browse-bin%3A12457477011&c=ts&ts_id=2346727011
36,Casual Dress,"['Dress', 'Casual']",[],Price and other details may vary based on product size and color. Kancystore Women's Short Sleeve Plus Size Maxi Dress with Pockets Loose Casual Summer ...,https://www.amazon.com/Womens-Casual-Dresses-4X/s?keywords=Women%27s+Casual+Dresses&rh=n%3A2346727011%2Cp_n_feature_fifteen_browse-bin%3A2479509011&c=ts&ts_id=2346727011
37,Casual Dress,"['Casual', 'Dress', 'Dress']",[],ZESICA Women's Summer Casual Flutter Short Sleeve Crew Neck Smocked Elastic Waist Tiered Midi Dress · Cosonsen Women's Dress Deep V-Neck Long Sleeve Waist Tie ...,https://www.amazon.com/Womens-Casual-Dresses-Browns/s?keywords=Women%27s+Casual+Dresses&rh=n%3A2346727011%2Cp_n_size_browse-vebin%3A2343351011&c=ts&ts_id=2346727011
38,Casual Dress,['Casual Dresses'],[],Women's Casual Dresses. Filters (2). RESULTS. Price and other details may vary based on product size and color. Amazon Essentials Women's Surplice Dress.,https://www.amazon.com/Womens-Casual-Dresses-2X/s?keywords=Women%27s+Casual+Dresses&rh=n%3A2346727011%2Cp_n_feature_fifteen_browse-bin%3A2479507011&c=ts&ts_id=2346727011
39,Casual Dress,['Dress'],[],Price and other details may vary based on product size and color. ZESICA Women's Summer Boho Floral Print Square Neck Ruffle Swing Beach Long Maxi Dress.,https://www.amazon.com/Womens-Casual-Dresses-Ivory/s?keywords=Women%27s+Casual+Dresses&rh=n%3A2346727011%2Cp_n_size_browse-vebin%3A2343356011&c=ts&ts_id=2346727011
40,Casual Dress,['Casual Dress'],[],RESULTS. Price and other details may vary based on product size and color. Women's Plus Size Floral Dresses Round Neck 3/4 Sleeve Fit and Flare Casual Dress.,https://www.amazon.com/Womens-Casual-Dresses-16/s?keywords=Women%27s+Casual+Dresses&rh=n%3A2346727011%2Cp_n_size_four_browse-vebin%3A2445370011&c=ts&ts_id=2346727011
41,Casual Dress,['casual dresses'],[],"Discover the latest casual dresses online at Showpo. 1000+ styles with new drops daily. FREE & fast shipping on orders $75+, Afterpay and easy returns.",https://www.showpo.com/us/dresses/casual-dresses/
42,Casual Dress,['casual dresses'],[],boutique finds. great savings. new every day. women&#39;s casual dresses. up to 70% off ...,https://www.zulily.com/womens-casual-dresses
43,Casual Dress,['Casual Dresses'],[],Women's Casual Dresses. Filters (2). RESULTS. Price and other details may vary based on product size and color. Amazon Essentials Women's Waisted Maxi Dress ...,https://www.amazon.com/Womens-Casual-Dresses-Greens/s?keywords=Women%27s+Casual+Dresses&rh=n%3A2346727011%2Cp_n_size_browse-vebin%3A2343355011&c=ts&ts_id=2346727011
44,Casual Dress,[],[],"Online shopping from a great selection at Clothing, Shoes & Jewelry Store.",https://www.amazon.com/Womens-Casual-Dresses-Silvers/s?keywords=Women%27s+Casual+Dresses&rh=n%3A2346727011%2Cp_n_size_browse-vebin%3A2343362011&c=ts&ts_id=2346727011
45,Casual Dress,['Casual Dresses'],[],Women's Casual Dresses. Filters (2). RESULTS. Price and other details may vary based on product size and color. ZESICA Women's Summer Casual Flutter Short ...,https://www.amazon.com/Womens-Casual-Dresses-Plus-Size/s?keywords=Women%27s+Casual+Dresses&rh=n%3A2346727011%2Cp_n_shoe_width_browse-vebin%3A492379011&c=ts&ts_id=2346727011
46,Casual Dress,['Casual Dresses'],[],Women's Casual Dresses. Filters (2). RESULTS. Price and other details may vary based on product size and color. Dokotoo Womens Summer Dresses Square Neck ...,https://www.amazon.com/Womens-Casual-Dresses-3-4-Sleeve/s?keywords=Women%27s+Casual+Dresses&rh=n%3A2346727011%2Cp_n_feature_browse-bin%3A50382011&c=ts&ts_id=2346727011
47,Casual Dress,"['Dress Casual', 'Dresses', 'Casual', 'Dress']",[],Women's Long Sleeve Dress Casual Loose Pleated Swing T Shirt Dresses with ... Nemidor Womens V Neck Long Puff Sleeve Plus Size Casual Flowy Swing Dress with ...,https://www.amazon.com/Womens-Casual-Dresses-14/s?keywords=Women%27s+Casual+Dresses&rh=n%3A2346727011%2Cp_n_size_four_browse-vebin%3A2445369011&c=ts&ts_id=2346727011
48,Casual Dress,['Casual Dresses'],[],Women's Surplice Dress · Women's Short-Sleeve Waisted Maxi Dress (Available in Plus Size) · Womens Spring Long Sleeve Casual Dresses Loose Fit Swing Dress Winter ...,https://www.amazon.com/Womens-Casual-Dresses-Reds/s?keywords=Women%27s+Casual+Dresses&rh=n%3A2346727011%2Cp_n_size_browse-vebin%3A2343361011&c=ts&ts_id=2346727011
49,Casual Dress,"['casual', 'dresses']",[],"Discover the style and ease of casual and day dresses from Bloomingdale's. Free shipping and returns available, or buy online and pick up in ...",https://www.bloomingdales.com/shop/womens-apparel/day-casual-dresses?id=1005208
50,Casual Dress,['Casual Dresses'],[],Shop for Womens Casual Dresses in Womens Dresses. Buy products such as Women's Long Sleeve Scoop Neck Button Side Tunic Dress at Walmart and save.,https://www.walmart.com/browse/clothing/womens-casual-dresses/5438_133162_3074670_4967449
51,Casual Dress,['casual dress'],[],"A casual dress code helps to set a framework for interpretation. The word 'casual' means relaxed and informal, so clothing is correspondingly functional and ...",https://www.blacksocks.com/en/casual
52,Casual Dress,['Casual Dresses'],[],Free shipping and returns on Women's Casual Dresses at Nordstrom.com.,https://www.nordstrom.com/browse/women/clothing/dresses?filterByOccasion=casual
53,Casual Dress,['Casual Dresses'],[],Free shipping and returns on White Casual Dresses for Women at Nordstrom.com. ... Free Delivery. Golden Hour Smocked Bodice Cotton Maxi Dress. Free People ...,https://www.nordstrom.com/browse/women/clothing/dresses/casual-dresses?filterByColor=white
54,Casual Dress,[],"['Lace-trimmed Shirt Dress', 'Square-necked Dress', 'Voluminous Ruffle-trimmed Dress', 'Rib-knit dress', 'Ribbed Mock-turtleneck Dress', 'Rib-knit Dress', 'Shirt Dress', 'Linen-blend Dress with Collar', 'MAMA Bouclé Dress']",None,https://www2.hm.com/en_us/women/occasion/casual-wear/dresses.html
55,Casual Dress,['Dress'],[],Price and other details may vary based on product size and color. Amazon Essentials Women's Short-Sleeve Waisted Maxi Dress (Available in Plus Size).,https://www.amazon.com/Womens-Casual-Dresses-Greys/s?keywords=Women%27s+Casual+Dresses&rh=n%3A2346727011%2Cp_n_size_browse-vebin%3A2343354011&c=ts&ts_id=2346727011
56,Casual Dress,['Casual Dress'],[],GRACE KARIN Women's Summer Mini Dress Casual Short Sleeve V Neck Swiss Dot ... BTFBM Women Boho Square Neck Casual Dress Long Lantern Sleeve Tie Back High ...,https://www.amazon.com/Womens-Casual-Dresses-Purples/s?keywords=Women%27s+Casual+Dresses&rh=n%3A2346727011%2Cp_n_size_browse-vebin%3A2343360011&c=ts&ts_id=2346727011
57,Casual Dress,"['Dresses', 'Dresses', 'Casual', 'Dress']",[],Gymboree Women's Adult Dressy Dresses · PRETTYGARDEN 2023 Fashion Fall Dresses for Women Casual Long Sleeve Belted Party Bodycon Sheath Pencil Dress.,https://www.amazon.com/Casual-Holiday-Dresses/s?k=Casual+Holiday+Dresses
58,Casual Dress,"['Dresses Casual', 'Dress', 'Casual']",[],Price and other details may vary based on product size and color. Lady's Dresses Casual Long Tank Women's Dress Maxi Print Casual Sleeve O-neck Women's ...,https://www.amazon.com/Womens-Casual-Dresses-Maxi/s?keywords=Women%27s+Casual+Dresses&rh=n%3A2346727011%2Cp_n_feature_two_browse-bin%3A11006711011&c=ts&ts_id=2346727011
59,Casual Dress,"['casual', 'dresses', 'dresses', 'wear']",[],"Keep it casual with our everyday dresses, including short- and long-sleeved dresses that you can wear to work and play. Sign up for 15% off your first ...",https://shopthemint.com/collections/casual-dresses
60,Casual Dress,['casual dress'],[],Dress up your day with these beautiful day dress & sundresses from Free People. Pick a crochet day dress or an adorable casual dress for your next Sunday ...,https://www.freepeople.com/casual-dresses/
61,Casual Dress,"['Casual dress', 'casual wear']",[],"Casual dress code refers to clothing that is informal and comfortable, yet clean and professional. It's best to go with nicer casual wear and avoid the baggier ...",https://emilypost.com/advice/attire-guide-dress-codes-from-casual-to-white-tie
62,Casual Dress,"['Dress Casual', 'Dress']",[],Price and other details may vary based on product size and color. GRACE KARIN Women's Summer Mini Dress Casual Short Sleeve V Neck Swiss Dot Dress Flowy A.,https://www.amazon.com/Womens-Casual-Dresses-Golds/s?keywords=Women%27s+Casual+Dresses&rh=n%3A2346727011%2Cp_n_size_browse-vebin%3A2343353011&c=ts&ts_id=2346727011
63,Casual Dress,"['Casual', 'Dress', 'Dresses', 'Casual', 'Dress']",[],Amazon.com: Casual Winter Dress. ... PRETTYGARDEN 2023 Fashion Fall Dresses for Women Casual Long Sleeve Belted Party Bodycon Sheath Pencil Dress.,https://www.amazon.com/Casual-Winter-Dress/s?k=Casual+Winter+Dress
64,Casual Dress,['Casual Dresses'],[],Free shipping and returns on Black Casual Dresses for Women at Nordstrom.com. ... Boxy Ribbed Funnel Neck Long Sleeve Dress (Regular & Petite). Topshop ...,https://www.nordstrom.com/browse/women/clothing/dresses/casual-dresses?filterByColor=black
65,Casual Dress,[],"['Floral Asymmetrical Hem Dress', 'Midnight Leaves Smocked Puff Sleeve Dress', 'Ribbed Midi Dress', 'Double Pleat A-Line Midi Dress', 'Annalise Open Back Linen Midi Dress', 'Denim Jumper', 'Lucie Cutout Back Midi Dress (Plus Size)', 'Khloe Floral Print Cotton Blend Dress', 'Tie Neck A-Line Dress', ""Women's Easy Puff Sleeve A-Line Dress"", 'Print Cutout Midi Dress', 'Smocked Bodice Long Sleeve Midi Dress']",None,https://www.nordstrom.com/browse/women/clothing/dresses/casual-dresses?filterByStyle=a-line
66,Casual Dress,['Casual Dresses'],[],Free shipping and returns on Blue Casual Dresses for Women at Nordstrom.com. ... Free Delivery. Babysoft Balloon Sleeve Sweater Dress. French Connection ...,https://www.nordstrom.com/browse/women/clothing/dresses/casual-dresses?filterByColor=blue
67,Casual Dress,['Casual Dresses'],[],Free shipping and returns on Red Casual Dresses for Women at Nordstrom.com. ... Free Delivery. Golden Hour Smocked Bodice Cotton Maxi Dress. Free People ...,https://www.nordstrom.com/browse/women/clothing/dresses/casual-dresses?filterByColor=red
68,Casual Dress,['casual dresses'],[],"Oct 5, 2022 - Explore Kiley Kelly's board ""Cute casual dresses"" on Pinterest. See more ideas about dresses, cute outfits, dress to impress.",https://www.pinterest.com/kidawn121999/cute-casual-dresses/
69,Casual Dress,['casual dresses'],[],Shop casual dresses on sale at Neiman Marcus. Catch a break from your usual style with these free flowing and comfy dresses for every day.,https://www.neimanmarcus.com/c/sale-women-clothing-dresses-casual-cat46520811
70,Casual Dress,[],"['Sleeveless Maxi Dress', 'V-Neck Jersey Maxi Dress (Regular & Petite)', 'Long Sleeve Rib Maxi Dress', 'Mari Rib Mock Neck Long Sleeve Maxi Dress', 'Oasis Print Maxi Dress', 'Print Maxi Dress', 'Chuck On Long Sleeve Tiered Maxi Dress', 'Maxi Dress', 'Deep V-Neck Cover-Up Maxi Dress', 'Floral Print Tie Waist Long Sleeve Maxi Dress', 'Esther Long Sleeve Cotton Maxi Dress', 'Downtown Lights Metallic Tiered Maxi Dress']",None,https://www.nordstrom.com/browse/women/clothing/dresses/casual-dresses?filterByLength=long
71,Casual Dress,['Casual Dresses'],[],Free shipping and returns on Pink Casual Dresses for Women at Nordstrom.com. ... Free Delivery. Golden Hour Smocked Bodice Cotton Maxi Dress. Free People ...,https://www.nordstrom.com/browse/women/clothing/dresses/casual-dresses?filterByColor=pink
72,Casual Dress,"['Dress', 'Dresses', 'Casual', 'Dresses', 'Dresses']",[],Amazon Essentials Women's Surplice Dress · Dresses That Hide Belly Fat Casual Bohemian Vacation Dresses High Waist T Shirt Women's Cocktail Dresses · Amazon ...,https://www.amazon.com/Womens-Casual-Dresses-5X/s?keywords=Women%27s+Casual+Dresses&rh=n%3A2346727011%2Cp_n_feature_fifteen_browse-bin%3A2479510011&c=ts&ts_id=2346727011
73,Casual Dress,['Casual Dresses'],[],Women's Casual Dresses. Filters (2). RESULTS. Price and other details may vary based on product size and color. Amazon Essentials Women's Surplice Dress.,https://www.amazon.com/Womens-Casual-Dresses-Popular-Brands/s?keywords=Women%27s+Casual+Dresses&rh=n%3A2346727011%2Cp_n_feature_eighteen_browse-bin%3A14630392011&c=ts&ts_id=2346727011
74,Casual Dress,['Casual Dresses'],[],SheIn Women's Summer Floral Ruffle Mini Dress Sleeveless Tie Shoulder A Line ... LONGYUAN Womens Spring Long Sleeve Casual Dresses Loose Fit Swing Dress ...,https://www.amazon.com/Womens-Casual-Dresses-XS/s?keywords=Women%27s+Casual+Dresses&rh=n%3A2346727011%2Cp_n_size_three_browse-vebin%3A2475478011&c=ts&ts_id=2346727011
75,Casual Dress,['casual dresses'],[],Create your moment in ModCloth's cool collection of casual dresses! All are sizes loved at ModCloth. Find your perfect size from 00-28!,https://modcloth.com/collections/casual-dresses
76,Casual Dress,['casual dresses'],[],Shop for the best casual dresses and jumpsuits for women at maurices! Sign up for emails and save 15% off of your first order!,https://www.maurices.com/p/clothing/dresses-jumpsuits/casual-dresses/N-11904
77,Casual Dress,['casual dresses'],[],"Casual has never looked so stylish. Shop our collection of casual dresses, from ditsy floral prints to minimalist chic day dresses. Shop PLT now.",https://www.prettylittlething.us/clothing/dresses/casual-dresses.html
78,Casual Dress,['casual dress'],[],"Shop casual dress at Saks. Enjoy free shipping and returns, and discover new arrivals from today's top brands.",https://www.saksfifthavenue.com/style/casual-dress
79,Casual Dress,['casual dresses'],[],"Make any laid-back day a little more chic with these cute and casual dresses from Pink Lily. Discover a wide range of styles, ...",https://pinklily.com/collections/casual-dresses
80,Casual Dress,['Casual Dresses'],[],Shop for Girl's Casual Dresses at Amazon.com. Eligible for free shipping and free returns.,https://www.amazon.com/Girls-Casual-Dresses/b?ie=UTF8&node=2412711011
81,Casual Dress,"['dresses', 'Casual', 'Dress']",[],Shop a wide selection of women's dresses at Amazon.com. ... Lrady Womens Casual Shirt Dress High Low Irregular Hem Ruched Blouse Asymmetrical Peplum Long ...,https://www.amazon.com/Dresses/b?ie=UTF8&node=1045024
82,Casual Dress,['Casual Dresses'],[],Free shipping and returns on Purple Casual Dresses for Women at Nordstrom.com. ... Wells Stretch Cotton Poplin Midi Fit & Flare Dress.,https://www.nordstrom.com/browse/women/clothing/dresses/casual-dresses?filterByColor=purple
83,Casual Dress,"['Casual dress', 'casual dress']",[],Casual dress is most men's default look but that doesn't mean it requires no effort. These are 6 casual dress rules all modern men should ...,https://www.fashionbeans.com/article/casual-dress-for-men/
84,Casual Dress,['casual dresses'],[],"Shop the widest range of trending casual dresses online now at Princess Polly! Enjoy Fast Shipping & Easy Returns. Buy now, pay later with Afterpay.",https://us.princesspolly.com/collections/casual-dresses
85,Casual Dress,[],"['RHINESTONE STRAP SLIP DRESS', 'BELTED ANIMAL PRINT DRESS', 'DRAPED DRESS', 'SHORT SOFT DRESS', 'LACE INSERT MINI DRESS', 'PRINTED SHORT DRESS', 'PRINTED TULLE DRESS', 'FAUX SUEDE MINI DRESS', 'LONG PRINT DRESS']",None,https://www.zara.com/us/en/woman-dresses-casual-l4480.html
86,Casual Dress,"['dresses', 'dresses', 'dresses', 'casual']",[],"Shop Ann Taylor to find stylish dresses that work for any occasion. Discover work-appropriate dresses, fun feminine dresses, casual everyday styles and ...",https://www.anntaylor.com/dresses/cata000012
87,Casual Dress,['Casual Dresses'],[],YATHON Casual Dresses for Women Sleeveless Cotton Summer Beach Dress A Line Spaghetti Strap Sundresses with Pockets · Size Guide · Product Details · About this ...,https://www.amazon.com/YATHON-Dresses-Sleeveless-Spaghetti-Sundresses/dp/B0895GRVYV
88,Casual Dress,"['Casual', 'Dress', 'Dresses', 'Dress Casual', 'Dress']",[],ANRABESS Women's Casual Loose Sundress Long Dress Sleeveless Split Maxi Dresses ... HUSKARY Women's Summer Maxi Dress Casual Loose Pockets Long Dress Short ...,https://www.amazon.com/Womens-Casual-Dresses-Maxi/s?keywords=Women%27s+Casual+Dresses&rh=n%3A2346727011%2Cp_n_feature_three_browse-bin%3A12766651011&c=ts&ts_id=2346727011
89,Casual Dress,"['Dress', 'Dress', 'Casual', 'Dresses']",[],PRETTYGARDEN Women's Elegant Long Lantern Sleeve Short Dress Crewneck Tie Waist Knit Cocktail Dress · BTFBM Women Casual Fall Dresses V Neck Tie Neck Long Sleeve ...,https://www.amazon.com/casual-fall-dresses-women/s?k=casual+fall+dresses+for+women
90,Casual Dress,"['dresses', 'dresses', 'dresses']",[],"Shop women's dresses for any occasion from White House Black Market. Find sheath dresses, shift dresses, maxi's and more. Free shipping for all WHBM rewards ...",https://www.whitehouseblackmarket.com/store/category/casual+dresses/cat8169279/
91,Casual Dress,['Casual Dresses'],[],"BCBGMAXAZRIA Casual Dresses are perfect for spending a day at the office or a casual evening out in effortless style. Shop online for a chic, go-anywhere ...",https://bcbg.com/collections/bcbgmaxazria-casual-dresses
1,Casual Dress,"['casual dresses', 'casual dresses']",[],Discover casual dresses on sale. Shop the sale range of casual dresses for women at ASOS today!,https://www.asos.com/us/women/sale/dresses/casual-dresses/cat/?cid=15623
2,Casual Dress,"['Casual', 'Dresses', 'Casual', 'Dresses', 'Casual', 'Dresses']",[],Add extra femininity to any summer wardrobe with Casual Summer Dresses. Find Women's Casual Summer Dresses and Juniors Casual Summer Dresses ...,https://www.macys.com/shop/b/casual-summer-dresses?id=81054
3,Casual Dress,"['Dresses', 'dresses', 'dresses', 'dresses']",[],"Shop the latest trends & deals in Women's Dresses at Macys.com. Find cocktail dresses, maxi dresses, party dresses and more from top brands.","https://www.macys.com/shop/womens-clothing/dresses/Color_normal,Occasion/Black,Casual?id=5449"
4,Casual Dress,"['casual', 'dresses']",[],"Shop Target for casual long dresses you will love at great low prices. Choose from Same Day Delivery, Drive Up or Order Pickup plus free shipping on orders ...",https://www.target.com/s/casual+long+dresses
5,Casual Dress,['casual dresses'],[],"Shop Target for girl casual dresses you will love at great low prices. Choose from Same Day Delivery, Drive Up or Order Pickup plus free shipping on orders ...",https://www.target.com/s/girl+casual+dresses
6,Casual Dress,['Casual Dresses'],[],"Shop our collection of Girls' Casual Dresses from your favorite brands including Copper Key, Rare Editions, Bonnie Jean, and more available at Dillard's.",https://www.dillards.com/c/kids-girls-dresses-casual-dresses
